videoRaw,conditionVideo,lineupRaw,conditionLineup,conditionSameDiff,condition,lineup 1,lineup 2,lineup 3,lineup 4,lineup 5,lineup 6,lineup 7,lineup 8,lineup 9,decisionRaw,targetPresentRaw,conditionTargetPresent,participantTargetPresent,participantSelection,accuracy,confidence,age,sex,ethnicity,techRaw,techPhotos,ANAGRAM1_1,ANAGRAM1_3,ANAGRAM1_4,ANAGRAM1_5,ANAGRAM1_6,ANAGRAM1_7,ANAGRAM1_8,ANAGRAM1_9,ANAGRAM1_10,ANAGRAM1_11,ANAGRAM1_12,ANAGRAM1_13,ANAGRAM1_14,ANAGRAM1_15,ANAGRAM1_17,ANAGRAM1_18,ANAGRAM1_19,ANAGRAM1_20,ANAGRAM1_21,ANAGRAM1_16,technical,keep
RIGHTVIDEO,2,Front and Right TA,3,3,6,2,6,1,5,7,4,8,9,3,I do not believe the criminal was present,Target Absent,0,0,3,1,80,45,Male,"East Asian (e.g., Chinese, Japanese, Korean)",No,No,CAT,SHIP,FIRE,ORANGE,KALE,BURNING,MEMORY,FOREST,NEPAL,RED,RHYTHM,STAR,COMPLEX,DOCTOR,,,,,,,,1
FRONTALVIDEO,1,Front and Right TA,3,3,3,2,3,5,4,9,8,1,6,7,I do not believe the criminal was present,Target Absent,0,0,3,1,90,38,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No,No,CAT,SHIP,FIRE,ORANGE,,,MEMORY,FOREST,NAPLE,RED,,STAR,,,,,,HORSE,HELLO,HAPPY,,1
FRONTALVIDEO,1,Right TP,2,2,2,6,8,perp,4,2,5,7,3,1,3,Target Present,1,1,1,1,90,45,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,orange,lake,ginburn,,,plane,red,,tsar,,,,,,,hello,,,1
RIGHTVIDEO,2,Front TP,1,2,5,1,8,3,6,5,perp,4,7,2,I do not believe the criminal was present,Target Present,1,0,3,0,80,39,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,reif,,leak,,,,,,,,,,,,,,,,,1
FRONTALVIDEO,1,Right TA,2,2,2,2,6,7,1,4,9,3,5,8,I do not believe the criminal was present,Target Absent,0,0,3,1,80,26,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No,No,Cat,Ship,Fire,,Kale,,,,,Red,,Rats,,,Easy,,,,,Happy,,1
RIGHTVIDEO,2,Front TP,1,2,5,5,8,3,perp,2,7,1,4,6,4,Target Present,1,1,1,1,40,29,Female,"Hispanic, Latino or Spanish",no,NO,CAT,SHIP,FIRE,ORANGE,LEAK,BURNING,MEMORY,FOREST,NAPLE,RED,RHYTHM ,RATS,COMPLEX,,,PARROT,,SHORE,HELLO,HAPPY,,1
FRONTALVIDEO,1,Front TP,1,1,1,8,7,1,perp,6,3,4,2,5,4,Target Present,1,1,1,1,100,36,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",none,none,cat,ship,reif,,lake,burning,,,,red,,rats,,,easy,,,horse,hello,happy,,1
FRONTALVIDEO,1,Right TP,2,2,2,5,7,2,1,8,3,4,perp,6,8,Target Present,1,1,1,1,80,33,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,orange,kale,,memory,forest,plane,red,,star,,doctor,,,,horse,hello,happy,,1
RIGHTVIDEO,2,Right TP,2,1,4,perp,4,1,5,6,2,7,3,8,I do not believe the criminal was present,Target Present,1,0,3,0,100,35,Female,"East Asian (e.g., Chinese, Japanese, Korean)",No,None,cat,ship,fire,orange,kale,burning,memory,forest,,,,,,,,,,,,,,1
RIGHTVIDEO,2,Front and Right TP,3,3,6,2,4,5,perp,3,6,1,8,7,4,Target Present,1,1,1,1,50,25,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No,No.,cat,ship,fire,,lake,,,,,red,,star,,,,,,horse,hello,happy,,1
FRONTALVIDEO,1,Front TP,1,1,1,perp,4,8,7,3,5,6,2,1,1,Target Present,1,1,1,1,90,41,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,orange,kale,,,,plane,red,,star,,,says,,grande,horse,hello,happy,,1
FRONTALVIDEO,1,Right TA,2,2,2,5,9,4,7,3,1,2,8,6,2,Target Absent,0,1,2,0,60,28,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire ,,leak ,,,,,,,,,,,,,horse ,,,,1
FRONTALVIDEO,1,Right TA,2,2,2,5,2,4,9,8,6,3,7,1,I do not believe the criminal was present,Target Absent,0,0,3,1,80,24,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,,lake,,memory,,panel,red,,star,,doctor,ye,,,horse,,happy,,1
RIGHTVIDEO,2,Front TA,1,2,5,8,4,5,7,6,2,3,1,9,I do not believe the criminal was present,Target Absent,0,0,3,1,80,45,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,orange,leak,burning,memory,forest,plane,red,rhythm,star,complex,doctor,ayes,parrot,gander,shore,hello,happy,,1
RIGHTVIDEO,2,Right TA,2,1,4,8,4,9,7,3,1,6,5,2,I do not believe the criminal was present,Target Absent,0,0,3,1,70,44,Female,"East Asian (e.g., Chinese, Japanese, Korean)",no,no,cat,ship,fier,orange,leak,,,,,red,,star,,,,parrot,,shore,hg,happy,,1
FRONTALVIDEO,1,Right TA,2,2,2,5,1,7,4,6,3,8,2,9,I do not believe the criminal was present,Target Absent,0,0,3,1,60,21,Male,Other,No,No,cat,ship,fire,orange,kale,burning,memory,forest,panel,red,rhythm,star,complex,doctor,easy,parrot,gander,horse,hello,happy,,1
FRONTALVIDEO,1,Front and Right TP,3,3,3,8,2,perp,3,1,6,4,5,7,3,Target Present,1,1,1,1,50,69,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,orange,kale,,,,n,red,,,,,,,,,,,,1
FRONTALVIDEO,1,Front TA,1,1,1,6,9,2,5,3,7,1,8,4,I do not believe the criminal was present,Target Absent,0,0,3,1,100,41,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,orange,leak,,,,panel,red,,star,,,,,gender,shore,hello,happy,,1
RIGHTVIDEO,2,Right TA,2,1,4,4,6,9,5,1,7,3,8,2,7,Target Absent,0,1,2,0,80,32,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",none,none,CAt,ship,fire,,kale,burning,,,plane,red,,star,,doctor,easy,,,horse,hello,happy,,1
FRONTALVIDEO,1,Front TA,1,1,1,3,1,5,6,9,4,8,2,7,5,Target Absent,0,1,2,0,40,39,Male,"Hispanic, Latino or Spanish",no,NO,CAT,SHIP,FIRE,ORANGE,,,,,,RED,,,,,,,,,HELLO,,,1
RIGHTVIDEO,2,Front TP,1,2,5,4,7,2,3,8,5,6,perp,1,I do not believe the criminal was present,Target Present,1,0,3,0,80,28,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,,leak,,,,plane,red,,star,,,,,,,,happy,,1
RIGHTVIDEO,2,Right TP,2,1,4,4,8,5,6,2,1,7,perp,3,4,Target Present,1,1,2,0,70,26,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,orange,lake,grubing,memory,,nepal,red,,rats,complex,,,,,,,,,1
RIGHTVIDEO,2,Front TP,1,2,5,4,3,8,2,1,6,5,7,perp,9,Target Present,1,1,1,1,60,33,Female,"South Asian (e.g., Bangladeshi, Indian, Pakistani, Sri Lanken)",no,none,cat,ship,fire,,leak,,memory,se,naple,red,,star,,,easy,,,hores,hello,happy,,1
FRONTALVIDEO,1,Front and Right TP,3,3,3,1,3,5,4,6,8,2,7,perp,I do not believe the criminal was present,Target Present,1,0,3,0,70,24,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",None,none,CAT,SHIP,FIRE,,LEAK,,,FOREST,,RED,,ARTS,,,,,,,HELLO,,,1
FRONTALVIDEO,1,Front and Right TP,3,3,3,1,4,perp,6,8,3,7,2,5,3,Target Present,1,1,1,1,90,24,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No,No,CAT,SHIP,FIRE,,LEAK,BURNING,,FOREST,,RED,,STAR,,,,,,,HELLO,HAPPY,,1
RIGHTVIDEO,2,Front TA,1,2,5,7,4,3,6,2,9,5,1,8,I do not believe the criminal was present,Target Absent,0,0,3,1,100,39,Male,Black or African American,no,no,cat,ship,fire,orange,lake,,memory,forest,plane,red,,rats,complex,,easy,,danger,horse,hello,happy,,1
RIGHTVIDEO,2,Front and Right TP,3,3,6,7,2,5,perp,6,8,3,1,4,I do not believe the criminal was present,Target Present,1,0,3,0,70,34,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No.,No.,cat,ship,fire,orange,lake,,,,naple,red,rhythm,rats,,,,parrot,,shore,hello,happy,,1
FRONTALVIDEO,1,Front TP,1,1,1,perp,8,2,1,5,4,7,6,3,1,Target Present,1,1,1,1,90,61,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",none,none,cat,ship,fire,orange,lake,,memory,forest,plane,red,rhythm,star,complex,doctor,easy,portar,gander,horse,hello,happy,,1
RIGHTVIDEO,2,Front and Right TA,3,3,6,7,6,1,3,8,2,5,9,4,I do not believe the criminal was present,Target Absent,0,0,3,1,70,22,Male,Black or African American,Nope.,No.,CAT,SHIP,FIRE,,LEAK,,,FOREST,,RED,,ARTS,,,,,,HEROS,HELLO,HAPPY,,1
FRONTALVIDEO,1,Front TA,1,1,1,2,4,6,3,1,9,8,7,5,4,Target Absent,0,1,2,0,50,61,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,,,,leak ,,,,red ,,,star ,,,,,,,hello ,,,1
FRONTALVIDEO,1,Right TP,2,2,2,7,8,5,6,1,3,perp,2,4,I do not believe the criminal was present,Target Present,1,0,3,0,90,54,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",don't think so.,none,cat,ship,fire,orange,leak,,memory,,naple,red,myrthh,star,complex,doctor,ayes,,,,,,,1
FRONTALVIDEO,1,Front TP,1,1,1,2,3,7,perp,8,5,4,1,6,1,Target Present,1,1,2,0,80,34,Male,Do not wish to answer,NO,NO,C A T,S I H P,F I R E,N A R O E G,K E L A,I N G B R U N,E M M O Y R,F O S E R T,E L A P N,R E D,H ,,,,,,,,,,,1
RIGHTVIDEO,2,Right TA,2,1,4,7,6,4,5,2,8,1,3,9,I do not believe the criminal was present,Target Absent,0,0,3,1,30,65,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,No,cat,ship,fire,orange,leak,burning,,,,,,,,,,,,,,,,1
RIGHTVIDEO,2,Right TP,2,1,4,perp,4,2,5,6,1,3,7,8,7,Target Present,1,1,2,0,90,48,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No,no,cat,ship,fire,,kale,burning,,forest,,red,,star,,,easy,parrot,,horse,hello,happy,,1
RIGHTVIDEO,2,Front TA,1,2,5,3,4,8,7,9,1,6,5,2,1,Target Absent,0,1,2,0,80,40,Male,"Hispanic, Latino or Spanish",No problem,I think that the man was Culprit,CAT,SHIP,FIRE,,LAKE,,,,,RED,,,,,,,,HEROS,HELLO,,,1
FRONTALVIDEO,1,Front and Right TA,3,3,3,4,3,7,6,5,8,1,2,9,I do not believe the criminal was present,Target Absent,0,0,3,1,100,60,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No,No,cat,ship,fire,orange,leak,burning,memory,,,red,,s,,doctor,easy,parrot,danger,horse,hello,happy,,1
RIGHTVIDEO,2,Front and Right TA,3,3,6,7,8,6,5,9,1,4,2,3,I do not believe the criminal was present,Target Absent,0,0,3,1,30,35,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No,no,cat,ship,fire,,lake,,,,plane,red,,,,,easy,,,shore,hello,happy,,1
FRONTALVIDEO,1,Right TP,2,2,2,4,perp,8,7,2,6,1,3,5,I do not believe the criminal was present,Target Present,1,0,3,0,50,64,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,orange,kale,,,,,red,,rats,,,,,,,,,,1
RIGHTVIDEO,2,Front and Right TP,3,3,6,3,1,perp,6,4,5,2,8,7,3,Target Present,1,1,1,1,100,37,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no issues,cat,ship,fire,orange,leak,,,foster,plane,red,,star,complex,,easy,,gander,shore,hello,happy,,1
FRONTALVIDEO,1,Front TP,1,1,1,8,7,2,3,5,1,6,4,perp,9,Target Present,1,1,1,1,80,62,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,ranger,kale,,,,,red,,arts,,,,,,,hello,,,1
RIGHTVIDEO,2,Front TA,1,2,5,1,9,5,8,3,6,7,4,2,I do not believe the criminal was present,Target Absent,0,0,3,1,100,39,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,hips,fire,,leak,,,,,red,,,,,,,,,,,,1
FRONTALVIDEO,1,Front and Right TP,3,3,3,perp,6,8,5,1,3,7,2,4,1,Target Present,1,1,1,1,60,48,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,CAT,SHIP,FIRE,,LAKE,,,FOREST,PANEL,RED,,RATS,,,,,,HEROS,HELLO,,,1
FRONTALVIDEO,1,Front and Right TA,3,3,3,3,6,9,1,7,4,5,8,2,I do not believe the criminal was present,Target Absent,0,0,3,1,100,30,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",Any,ANY,CAT,SIHP,FIRE,NAROEG,KELA,INGBRUN,EMMOYR,FOSERT,ELAPN,RED,HHTRMY,ASTR,LEMOPCX,DOCTOR,,,,,,,,1
RIGHTVIDEO,2,Right TP,2,1,4,8,4,perp,3,2,6,1,5,7,3,Target Present,1,1,1,1,60,51,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,rife,,leak,,,,,red,,star,,,easy,,,,hello,,,1
FRONTALVIDEO,1,Right TA,2,2,2,9,5,1,3,2,6,7,4,8,I do not believe the criminal was present,Target Absent,0,0,3,1,60,65,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship ,fire ,,leak ,,,,,,,,,,,,,,,,,1
RIGHTVIDEO,2,Right TA,2,1,4,3,1,2,9,8,6,5,4,7,1,Target Absent,0,1,2,0,80,58,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,orange,leak,burning,memory,forest,panel,red,,,,,,,,,,,,1
RIGHTVIDEO,2,Front TP,1,2,5,2,1,7,6,5,perp,4,3,8,I do not believe the criminal was present,Target Present,1,0,3,0,70,19,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,rire,orange,kale,,,forest,nepal,red,,star,exclo,,,,,horse,hello,,,1
FRONTALVIDEO,1,Front and Right TP,3,3,3,perp,7,6,8,1,5,3,2,4,1,Target Present,1,1,1,1,70,42,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,NO,CAT,SHIP,,,KALE,,,,,RED,,STAR,,,EASY,,,SHORE,HELLO,,,1
RIGHTVIDEO,2,Front and Right TA,3,3,6,7,5,3,1,2,6,8,4,9,I do not believe the criminal was present,Target Absent,0,0,3,1,60,22,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",None,None,Cat,Ship,Fire,Orange,Lake,Burning,Memory,Forest,Naple,Red,,Star,,Doctor,Easy,Trappoe,Ranged,Shore,Hello,Happy,,1
FRONTALVIDEO,1,Front and Right TP,3,3,3,6,2,1,perp,7,8,5,4,3,4,Target Present,1,1,1,1,70,34,Female,Black or African American,no,nO,CAT,SHIP,FIRE,,LAKE,,,FOREST,NAPLE,RED,,STAR,,,E,,,HORSE,HELLO,HAPPY,,1
RIGHTVIDEO,2,Right TA,2,1,4,2,5,1,7,6,8,9,3,4,I do not believe the criminal was present,Target Absent,0,0,3,1,90,26,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No,No,cat,ship,fire,,lake,,,,plane,red,,rats,,,,,,,hello,,,1
FRONTALVIDEO,1,Right TP,2,2,2,6,4,3,perp,8,1,2,5,7,4,Target Present,1,1,1,1,100,34,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,,lake,,,,naple,red,,,,,,,,,hello,happy,,1
RIGHTVIDEO,2,Right TA,2,1,4,7,9,3,2,5,6,8,4,1,I do not believe the criminal was present,Target Absent,0,0,3,1,100,28,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No.,No.,Cat,Ship,Fire,,Kale,Burning,,Forest,Plane,Red,,Star,,Doctor,Easy,Parrot,,Horse,,happy,,1
FRONTALVIDEO,1,Front TA,1,1,1,4,7,5,1,2,9,6,8,3,I do not believe the criminal was present,Target Absent,0,0,3,1,100,26,Male,"East Asian (e.g., Chinese, Japanese, Korean)",no,NO,CAT,SHIP,FIRE,ORANGE,LEAK,,,FOREST,NAPLE,RED,RHYTHM,STAR,,,EASY,,DANGER,,HELLO,HAPPY,,1
RIGHTVIDEO,2,Right TP,2,1,4,3,5,8,2,6,4,1,7,perp,9,Target Present,1,1,1,1,100,35,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,orange,leak,burning,,forest,panel,red,,star,,,,,,,,,,1
FRONTALVIDEO,1,Right TA,2,2,2,6,5,3,1,7,4,2,8,9,I do not believe the criminal was present,Target Absent,0,0,3,1,100,37,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No,No,CAT,SHIP,FIRE,,KALE,,,FOREST,,RED,,STAR,,,,,,,HELLO,HAPPY,,1
RIGHTVIDEO,2,Front TP,1,2,5,6,8,5,2,1,3,perp,4,7,I do not believe the criminal was present,Target Present,1,0,3,0,90,30,Male,Black or African American,No,no,CAT,SHIP,FEIR,,,,,,,,,,,,,,,,,,,1
FRONTALVIDEO,1,Front and Right TA,3,3,3,7,4,3,5,8,6,1,2,9,I do not believe the criminal was present,Target Absent,0,0,3,1,60,35,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat ,this ,,,leak ,,,,,,,,,,,,,,,,,1
RIGHTVIDEO,2,Front TP,1,2,5,8,4,3,5,6,7,perp,2,1,7,Target Present,1,1,1,1,60,39,Male,"Hispanic, Latino or Spanish",none,none,cat,ship,fire,orange,kale,burning,memory,forest,plane,red,rhythm,arts,complex,doctor,easy,parrot,danger,shore,hello,happy,,1
FRONTALVIDEO,1,Front TP,1,1,1,7,perp,8,5,6,4,3,1,2,2,Target Present,1,1,1,1,90,72,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fier,,leak,burgini,,forest,,red,,star,,,,,,,,,,1
FRONTALVIDEO,1,Front TP,1,1,1,2,1,3,perp,4,8,7,6,5,4,Target Present,1,1,1,1,80,30,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No,No.,CAT,SHIP,FIRE,ORANGE,LEAK,,,,,RED,,STAR,,,EASY,,,HEROS,HELLO,HAPPY,,1
RIGHTVIDEO,2,Right TA,2,1,4,8,1,2,6,3,4,7,5,9,3,Target Absent,0,1,2,0,80,25,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",Nope!,Nope!,cat,ship,fire,,kale,,,,,red,,arts,,,easy,,,heros,hello,happy,,1
RIGHTVIDEO,2,Right TP,2,1,4,4,6,8,3,1,perp,7,2,5,I do not believe the criminal was present,Target Present,1,0,3,0,80,31,Male,"Hispanic, Latino or Spanish",no,no,cat,ship,fire,,kale,,,,,red,,rats,,,,,,,hello,,,1
RIGHTVIDEO,2,Front and Right TP,3,3,6,4,6,5,7,8,perp,3,2,1,6,Target Present,1,1,1,1,80,49,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,orange,leak,,,,plane,red,,star,,,,,,horse,hello,happy,,1
FRONTALVIDEO,1,Front TA,1,1,1,1,4,3,6,7,8,9,2,5,I do not believe the criminal was present,Target Absent,0,0,3,1,70,24,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,,kale,,,forest ,plane ,red,,star,,,easy ,,gander ,shore,hello,happy,,1
FRONTALVIDEO,1,Front and Right TA,3,3,3,2,4,7,1,5,6,8,3,9,I do not believe the criminal was present,Target Absent,0,0,3,1,100,34,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No,no,cat,ship,fire,roegan,kale,,memory,forest,nepal,red,rhythm,star,,doctor,,,,,,,,1
RIGHTVIDEO,2,Front TA,1,2,5,6,5,4,3,2,1,7,8,9,3,Target Absent,0,1,2,0,90,46,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,orange,lake,burning,,,,red,,star,,,,,,horse,hello,happy,,1
RIGHTVIDEO,2,Front TP,1,2,5,3,7,6,1,8,perp,4,2,5,I do not believe the criminal was present,Target Present,1,0,3,0,60,30,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",any,do not,tac,phis ,,,,,,,,,,,,,,,,,,,,1
RIGHTVIDEO,2,Front and Right TA,3,3,6,8,7,6,4,9,1,3,2,5,I do not believe the criminal was present,Target Absent,0,0,3,1,100,31,Male,"South Asian (e.g., Bangladeshi, Indian, Pakistani, Sri Lanken)",no,no,cat,ship,fire,,lake,,,,,red,,star,complex,,years,,gender,,,happy,,1
RIGHTVIDEO,2,Front and Right TA,3,3,6,3,1,8,6,9,7,2,4,5,I do not believe the criminal was present,Target Absent,0,0,3,1,30,32,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,Cat,ship,fire,,leak,burning,,forest,panel,red,,star,complex,doctor,,,,horse,,happy,,1
RIGHTVIDEO,2,Right TA,2,1,4,2,7,9,4,8,6,3,1,5,1,Target Absent,0,1,2,0,80,56,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,,leak,burning,,forest,plane,red,,star,,,easy,parrot,grande,horse,hello,happy,,1
RIGHTVIDEO,2,Front TA,1,2,5,5,2,4,8,9,7,6,1,3,I do not believe the criminal was present,Target Absent,0,0,3,1,100,63,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",NO,NO,CAT,SHIP,FIRE,,LEAK,,,,,RED,,STAR,,,EASY,,,HORSE,HELLO,,,1
FRONTALVIDEO,1,Right TA,2,2,2,4,6,5,7,1,9,3,8,2,9,Target Absent,0,1,2,0,40,32,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",NO,no,cat,ship,fire,orange,lake,,memory,forest,plane,red,,star,,,,,danger,heros,hello,happy,,1
FRONTALVIDEO,1,Front TA,1,1,1,1,3,5,9,6,7,8,4,2,I do not believe the criminal was present,Target Absent,0,0,3,1,70,36,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No,No,Cat,Ship,Fire,,Lake,burning,memory,,,red,rhythm,star,,,,,garden,shore,Hello,Happy,,1
FRONTALVIDEO,1,Right TA,2,2,2,4,5,6,2,7,1,3,9,8,I do not believe the criminal was present,Target Absent,0,0,3,1,80,34,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No.,N/A,cat,ship,fire,orange,leak,,,,naple,red,,star,,,easy,,,,hello,happy,,1
RIGHTVIDEO,2,Right TA,2,1,4,5,3,2,4,7,1,9,8,6,2,Target Absent,0,1,2,0,50,37,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,riff,orange,leak,,,,,red,,,,,easy,parrot,,,,,,1
RIGHTVIDEO,2,Right TP,2,1,4,4,2,5,perp,6,8,1,7,3,4,Target Present,1,1,1,1,50,24,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No,No,CAT,SHIP,FIRE,ORANGE,KALE,BURNING,MEMORY,FORTES,PLANE,RED,RHYTHM,STAR,COMPLEX,DOCTOR,EASY,,RANGED,HORSE,HELLO,HAPPY,,1
FRONTALVIDEO,1,Right TP,2,2,2,8,1,7,3,2,5,4,6,perp,9,Target Present,1,1,1,1,100,32,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,,leak,,,,,red,,,,,,parrot,,,hello,happy,,1
FRONTALVIDEO,1,Front and Right TP,3,3,3,1,3,4,perp,6,5,2,8,7,4,Target Present,1,1,1,1,100,29,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,orange,kale,nurbgni,myrome,forest,plane,red,myrth,star,xcpomel,cotrod,seay,parrot,gender,horse,holle,happy,,1
FRONTALVIDEO,1,Right TP,2,2,2,4,perp,2,8,5,3,7,1,6,2,Target Present,1,1,1,1,50,I do not wish to answer,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No,no,Cat,ship,fire,orange,lake,burning,,festor,plane,red,,star,,,,,,,,,,1
RIGHTVIDEO,2,Front TP,1,2,5,7,5,6,perp,2,8,3,1,4,I do not believe the criminal was present,Target Present,1,0,3,0,90,34,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,,leak,,,,naple,red,,star,,,,parrot,,heros,hello,happy,,1
FRONTALVIDEO,1,Front TP,1,1,1,6,4,1,3,7,2,perp,8,5,7,Target Present,1,1,1,1,90,47,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,NO,CAT,SHIP,FIRE,ORANGE,LAKE,BURNING,MEMORY,FOREST,PLANE,RED,RHYTHM,STAR,COMPLEX,DOCTOR,AYES,PARROT,DANGER,HORSE,HELLO,HAPPY,,1
RIGHTVIDEO,2,Front TP,1,2,5,7,4,2,8,1,perp,5,3,6,6,Target Present,1,1,1,1,40,53,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,NO,CAT,SHIP,FIRE,ORANGE,KALE,BURNING,MEMORY,FOREST,PLANE,RED,RHYTHM,STAR,COMPLEX,DOCTOR,EASY,PARROT,GANDER,HORSE,HELLO,HAPPY,,1
FRONTALVIDEO,1,Front and Right TA,3,3,3,6,3,1,4,5,8,2,7,9,9,Target Absent,0,1,2,0,60,I do not wish to answer,I do not wish to answer,Do not wish to answer,no,no,cat,ship,fire,orange,leak,burning,,forest,plane,red,,star,,,,,,horse,hello,happy,,1
FRONTALVIDEO,1,Right TP,2,2,2,4,6,3,2,8,perp,7,1,5,2,Target Present,1,1,2,0,70,26,Female,Black or African American,no,no,cat,ship,fire,orange,leak,burnin,memory,,,red,,arts,,,,,,,hello,happy,,1
RIGHTVIDEO,2,Right TP,2,1,4,6,perp,1,3,7,5,2,8,4,2,Target Present,1,1,1,1,80,25,Female,Other,no,no,cat,ship,fire,orange,kale,burning,memory,forest,plane,red,myrth,star,,doctor,easy,parrot,gander,horse,hello,happy,,1
FRONTALVIDEO,1,Right TA,2,2,2,1,3,8,2,4,6,5,7,9,I do not believe the criminal was present,Target Absent,0,0,3,1,70,35,Female,"Hispanic, Latino or Spanish",no,no,cat,ship,fire,,kale,,,,plane,red,,rats,,,,,,,hello,,,1
RIGHTVIDEO,2,Front and Right TA,3,3,6,2,5,7,3,8,4,6,9,1,I do not believe the criminal was present,Target Absent,0,0,3,1,70,30,Male,Do not wish to answer,no problem,no problem,Cat,hips,fire,orange,kale,,,,,,,,,,,,,,,,,1
RIGHTVIDEO,2,Front TA,1,2,5,3,5,9,7,1,2,4,6,8,I do not believe the criminal was present,Target Absent,0,0,3,1,90,35,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",Nope,No,cat,ship,fire,orange,leak,,,,,red,,,,,,,,,,,,1
RIGHTVIDEO,2,Front and Right TA,3,3,6,8,9,4,6,1,5,7,3,2,I do not believe the criminal was present,Target Absent,0,0,3,1,60,28,Female,Black or African American,i din't got any proplems,no,cat,ship,fire,,leak,,,,,,,,,,,,,,,,,1
